BANC,MCNS,FAFB
720575941670792103,77392,720575940610669994
720575941524293401,518502,720575940615206707
720575941566004327,20371,720575940647681668
720575941564720640,78214,720575940627410770
720575941503527484,55739,720575940647882548
720575941456086256,50508,720575940623161385
720575941526916354,517248,720575940621962219
720575941536198922,18068,720575940622120268
720575941565477527,72386,720575940631450669
720575941481067773,534612,720575940624238282
720575941456506015,64055,720575940621522671
720575941461223379,517281,720575940618184139
720575941466408982,83081,720575940612193649
720575941433057038,27652,720575940634599792
720575941516037475,16013,720575940624056624
720575941520735411,34304,720575940613789137
720575941580685689,69439,720575940632706643
720575941573266171,47122,720575940620454384
720575941655167961,546164,720575940622400648
720575941552789505,128769,720575940621750604
720575941584783326,107465,720575940624927376
720575941524155467,521017,720575940643296141
720575941470498059,523984,720575940617216320
720575941489662921,81551,720575940632851993
720575941656297808,32159,720575940615979521
720575941556628900,54774,720575940632760471
720575941691308440,10802,720575940616652729
720575941576580456,116754,720575940605298353
720575941526721869,520513,720575940621267555
720575941592999464,24749,720575940637419120
720575941489384245,81884,720575940637379517
720575941486716482,35505,720575940631550250
720575941474571835,518681,720575940621111687
720575941591871528,23548,720575940634552462
720575941435997984,36909,720575940650022009
720575941436012832,532765,720575940606661833
720575941611398474,41448,720575940603552736
720575941564483847,546397,720575940626695196
720575941555690724,38765,720575940628727887
720575941472074048,46804,720575940609790933
720575941632358380,36809,720575940627502342
720575941643450450,22130,720575940630265163
720575941573856669,37931,720575940613068851
720575941536948456,14041,720575940623948012
720575941535779555,511853,720575940631873863
720575941521312947,107740,720575940619757147
720575941433324046,69386,720575940624945808
720575941655793620,19692,720575940620232686
720575941586479838,79910,720575940609567586
720575941483506618,20121,720575940632326298
720575941477804097,35376,720575940636024183
720575941662597944,30347,720575940630437228
720575941485697090,31103,720575940647784569
720575941503679938,135899,720575940624482062
720575941591298558,85787,720575940633285843
720575941449115982,166369,720575940640519587
720575941441175643,162338,720575940610580434
720575941588683332,41038,720575940638786118
720575941521780983,95722,720575940633096659
720575941459791827,49960,720575940623447690
720575941518451116,65564,720575940638405722
720575941624736458,46756,720575940640215504
720575941574468617,60945,720575940631059255
720575941441598399,129449,720575940623445247
720575941481402787,124292,720575940606589105
720575941513599308,25086,720575940625612848
720575941450866042,118304,720575940615071122
720575941534814442,130480,720575940611089618
720575941580318329,141742,720575940612648029
720575941535512152,74838,720575940623432682
720575941440928975,208770,720575940645306222
720575941610265261,148168,720575940621273259
720575941537247381,76349,720575940623615843
720575941575879311,62489,720575940627126915
720575941506960674,64962,720575940609352387
720575941656981016,23481,720575940612304179
720575941435631502,159718,720575940619816753
720575941482072061,128003,720575940622248474
720575941403134320,143788,720575940630743314
720575941530223800,146650,720575940613775687
720575941475816222,138216,720575940609966148
720575941632211692,87849,720575940627506777
720575941530971365,94144,720575940627725224
720575941470194141,108861,720575940625328371
720575941598659996,84098,720575940623339852
720575941500105122,27940,720575940606431776
720575941520762807,129496,720575940631585900
720575941476868404,500008,720575940623802859
720575941632783264,203836,720575940622097012
720575941448393053,127658,720575940622020122
720575941461549523,103108,720575940621622363
720575941569013106,86958,720575940606979017
720575941441279835,81942,720575940630882620
720575941415851292,91701,720575940605426278
720575941453054889,74169,720575940633760607
720575941514263801,39940,720575940637617129
720575941581174649,68469,720575940628038789
720575941690543512,31436,720575940614521767
720575941554962660,180227,720575940645411108
720575941484305661,91020,720575940632525534
720575941535632833,131843,720575940647379764
720575941490163253,129911,720575940613932402
720575941569607924,132428,720575940613292202
720575941574663272,159855,720575940631176133
720575941651264241,134640,720575940640991952
720575941535452138,259825,720575940633255199
720575941550476861,32822,720575940612788337
720575941537398258,60549,720575940624071423
720575941536490472,87883,720575940631018191
720575941482709446,119964,720575940618248221
720575941611695379,158687,720575940635400622
720575941521296563,54098,720575940604872416
720575941589917950,224007,720575940624231677
720575941431349207,539369,720575940632878649
720575941455772397,537134,720575940623143155
720575941674215151,545309,720575940623445386
720575941469428800,907037,720575940622633200
720575941652731121,511897,720575940615402101
720575941594188325,20762,720575940624255159
720575941586591710,33224,720575940612029938
720575941574278139,30718,720575940642076576
720575941520871859,105828,720575940632507207
720575941557650654,101430,720575940624796052
720575941569318514,93045,720575940613796630
720575941579991889,110508,720575940631841361
720575941483391229,136503,720575940634498073
720575941526473060,557525,720575940620034932
720575941688865292,160179,720575940632988205
720575941559813747,94103,720575940632753837
720575941680903613,106114,720575940626893208
720575941468396509,90611,720575940624025578
720575941508698718,25331,720575940614198243
720575941601054761,134197,720575940638370014
720575941538669298,113750,720575940616052166
720575941593118059,143265,720575940624101631
720575941661877884,32712,720575940607869276
720575941513132611,39012,720575940635097498
720575941407923630,103811,720575940622513481
720575941573080328,36639,720575940616775739
720575941553058202,85030,720575940640103283
720575941392158102,56259,720575940615197950
720575941590546174,78250,720575940604640945
720575941690151899,178814,720575940636086414
720575941507412759,42537,720575940630596919
720575941514542691,87015,720575940626915715
720575941655172052,73048,720575940617323035
720575941508533776,108356,720575940637490266
720575941654521049,40693,720575940618062129
720575941559864046,109225,720575940649813113
720575941451705722,97190,720575940621988961
720575941626169034,67262,720575940620731813
720575941496127305,47252,720575940627400250
720575941662987832,88988,720575940624416912
720575941597186716,173680,720575940612606899
720575941547542920,49285,720575940627511960
720575941553697819,150623,720575940632685538
720575941533092739,82471,720575940630989899
720575941701391578,108300,720575940631433027
720575941556171603,69105,720575940614363176
720575941449363293,81122,720575940626312997
720575941430349193,70023,720575940629120732
720575941584094047,160181,720575940618721364
720575941547812157,43491,720575940627477050
720575941485854018,80971,720575940619363823
720575941530220773,98795,720575940629884971
720575941514689859,48321,720575940634794138
720575941594354390,41588,720575940645514519
720575941562630546,34619,720575940633356128
720575941544546236,145817,720575940612407538
720575941587668292,147664,720575940625998925
720575941574430902,114560,720575940619079709
720575941411949679,93313,720575940650042233
720575941691440280,98010,720575940617473629
720575941527175524,31351,720575940636583860
720575941477941378,55805,720575940621364907
720575941505691230,103979,720575940632438058
720575941631786988,29577,720575940612645234
720575941504235095,172796,720575940622199105
720575941569403762,122873,720575940622037825
720575941552032391,113709,720575940620658670
720575941564246935,40163,720575940617975611
720575941601041449,38680,720575940614114344
720575941644533586,225677,720575940628620565
720575941504081643,74450,720575940625349816
720575941571042974,51707,720575940615117777
720575941460720339,99511,720575940634096496
720575941527588006,153854,720575940607484939
720575941534560746,217209,720575940629090203
720575941599343657,35069,720575940607941298
720575941612005293,136411,720575940627895056
720575941393284868,35218,720575940612425946
720575941411584427,158791,720575940607890121
720575941412790164,126563,720575940631277049
720575941413964692,141349,720575940635618923
720575941475718942,72873,720575940616784582
720575941690621848,91251,720575940629153735
720575941475649585,182853,720575940613079258
720575941586501598,151401,720575940636856494
720575941404949616,42438,720575940629837671
720575941506518110,137798,720575940632889645
720575941478789994,106490,720575940643689160
720575941553295131,76310,720575940625942576
720575941575910799,96520,720575940609505545
720575941539596693,159072,720575940613601005
720575941582130041,199849,720575940635920820
720575941431690766,130573,720575940624586219
720575941392892310,123998,720575940619110779
720575941549693556,115199,720575940631278607
720575941529425355,112260,720575940647693444
720575941497385801,71813,720575940629541648
720575941438490453,55260,720575940629692715
720575941477400606,50994,720575940624420284
720575941641193247,84916,720575940624335880
720575941498815561,83705,720575940624701332
720575941400332579,48866,720575940626962874
720575941477128257,142941,720575940627749784
720575941595144999,71072,720575940629657210
720575941542281757,75267,720575940609510921
720575941547848628,105470,720575940615973560
720575941503368508,94570,720575940637641573
720575941536549091,79847,720575940631263051
720575941591233022,130672,720575940620162842
720575941413125524,118789,720575940612675507
720575941555664100,89458,720575940634430233
720575941477338474,46622,720575940612732339
720575941619646591,85749,720575940639876515
720575941563554984,229604331,720575940609414411
720575941491005385,142365,720575940614935347
720575941448126045,102821,720575940622429004
720575941610796521,51643,720575940613695338
720575941551543039,60184,720575940626927290
720575941438875733,139556,720575940628063019
720575941602584310,547706,720575940609978069
720575941611212134,117310,720575940617280443
720575941610020013,207966,720575940639539270
720575941479756111,106783,720575940627676433
720575941490015950,78757,720575940628190227
720575941492744112,72991,720575940618758740
720575941546875324,58417,720575940608855819
720575941578505305,105792,720575940624803847
720575941548006717,143802,720575940635881823
720575941619231103,130943,720575940632912159
720575941439082559,78059,720575940629648999
720575941454024429,524576,720575940630113218
720575941486245382,55100,720575940637404078
720575941484682562,26507,720575940625074505
720575941687939852,100280,720575940646067310
720575941679968445,145338,720575940630035472
720575941472423776,117069,720575940635662271
720575941686838284,76703,720575940628623872
720575941440038997,42806,720575940612590515
720575941545384124,40825,720575940624780988
720575941467459094,124458,720575940625077788
720575941601181993,112447,720575940618483540
720575941611352796,105017,720575940618894149
720575941519433907,114854,720575940613264918
720575941590875532,56837,720575940612880819
720575941670375601,83662,720575940631059456
720575941652245013,73556,720575940633051679
720575941550291711,150406,720575940609544917
720575941440650069,47310,720575940622084223
720575941525649741,102511,720575940605028809
720575941490000078,103150,720575940633100871
720575941604057017,145196,720575940618242909
720575941557906724,97854,720575940630757224
720575941524786020,58252,720575940633494988
720575941662999676,115418,720575940620973221
720575941610371046,45859,720575940631162386
720575941575259912,102376,720575940642565083
720575941583759711,76883,720575940621769204
720575941520739511,81294,720575940613650413
720575941491902128,213641,720575940633537188
720575941632344507,84857,720575940624061164
720575941456825328,109569,720575940634694496
720575941411156139,90380,720575940630315740
720575941444569258,129811,720575940627138306
720575941611426012,57263,720575940619687217
720575941526318302,62285,720575940628635304
720575941525043812,92227,720575940615088593
720575941540771789,119380,720575940612766873
720575941438613548,87509,720575940622456700
720575941469613067,65641,720575940634968476
720575941504878245,118004,720575940633698003
720575941686617100,71007,720575940627743034
720575941534649281,52057,720575940622105880
720575941512072145,33666,720575940642924941
720575941644979912,78145,720575940620993984
720575941565682530,163269,720575940620809199
720575941579415285,91804,720575940618836737
720575941564962102,73727,720575940620881134
720575941643626834,93600,720575940622212897
720575941581442143,93755,720575940639225397
720575941499465378,101425,720575940632612044
720575941568224114,56439,720575940618414612
720575941639444255,70911,720575940627330319
720575941438231359,96811,720575940621825407
720575941516148483,21784,720575940616212153
720575941482439107,96318,720575940632128786
720575941542815261,72225,720575940614496735
720575941540706652,109859,720575940630881280
720575941521168819,79716,720575940633211217
720575941477200670,56657,720575940629126659
720575941476842289,74356,720575940633918803
720575941552313662,97451,720575940640940277
720575941510959888,57889,720575940606716006
720575941554837658,101807,720575940613846499
720575941547803572,31976,720575940615922150
720575941607459693,30683,720575940613310486
720575941485543565,42642,720575940619259038
720575941688927094,30956,720575940612077018
720575941537599125,156667,720575940640203608
720575941536273690,91836,720575940619590302
720575941686483951,163109,720575940628118440
720575941514244601,94572,720575940623794668
720575941407103791,120471,720575940613595762
720575941534873432,532893,720575940628886787
720575941614736281,45978,720575940629477883
720575941474333226,74453,720575940631975255
720575941610283850,170298,720575940630176567
720575941478331242,88862,720575940610118083
720575941581164409,201131,720575940633004755
720575941516096003,85496,720575940617470681
720575941480749280,62499,720575940616303833
720575941610651309,70795,720575940635469503
720575941558461988,71034,720575940624484796
720575941458462367,852709,720575940611783410
720575941553201799,31959,720575940627901258
720575941505429564,33824,720575940637532813
720575941610063334,126480,720575940638364275
720575941451143751,83539,720575940636870798
720575941411814315,212826,720575940626628507
720575941688870774,36330,720575940620400774
720575941542313245,519786,720575940640567760
720575941503833906,79924,720575940624786616
720575941520872627,132058,720575940609344866
720575941490867150,208121,720575940621201424
720575941408132270,116782,720575940628830982
720575941479133635,211699,720575940624802568
720575941542272005,33046,720575940630052396
720575941509214162,127568,720575940623252616
720575941722271802,14556,720575940624285834
720575941523774466,136364,720575940614219666
720575941565704295,65166,720575940614808883
720575941465355862,47160,720575940630674688
720575941526582093,516907,720575940625273843
720575941436702527,96323,720575940616675033
720575941571690760,126954,720575940628494340
720575941490165198,115908,720575940619465270
720575941595215143,48020,720575940629821483
720575941477577524,106593,720575940628775952
720575941547187848,520676,720575940614762407
720575941557562862,116251,720575940619703606
720575941498503241,187995,720575940629647915
720575941624358652,36961,720575940616575761
720575941535666954,56108,720575940624232629
720575941521636531,38120,720575940621342902
720575941614528531,23945,720575940620118430
720575941526986150,519229,720575940637846643
720575941526792781,65480,720575940626834698
720575941643574392,520615,720575940627065899
720575941557597220,13695,720575940623936304
720575941475237681,45145,720575940625264713
720575941507619874,152402,720575940627801928
720575941532585957,41962,720575940616869682
720575941702350298,128512,720575940626494722
720575941440906581,79519,720575940615068327
720575941494714311,56184,720575940624537095
720575941588941822,125396,720575940607687602
720575941438783532,30962,720575940634225363
720575941592522280,62347,720575940630707906
720575941459979731,106682,720575940627728657
720575941512421964,91034,720575940620133243
720575941393208068,168376,720575940633775842
720575941492050663,103627,720575940623287946
720575941430880215,55996,720575940622354416
720575941636363637,521454,720575940618048724
720575941566472502,97508,720575940631348299
720575941525280678,524112,720575940632241223
720575941572865531,42743,720575940627045763
720575941505669445,76157,720575940615251367
720575941611545830,45305,720575940637253488
720575941436386860,24571,720575940625426190
720575941595491623,104837,720575940636841870
720575941445372586,86979,720575940638062682
720575941503203563,111487,720575940616958038
720575941639106847,116378,720575940633730329
720575941534295384,122790,720575940614901098
720575941624917612,52786,720575940617005766
720575941588657732,53380,720575940617407705
720575941460362896,129586,720575940635544056
720575941662899068,133411,720575940630494208
720575941542554716,118785,720575940619455573
720575941430535087,167574,720575940624331593
720575941546967145,73569,720575940631619468
720575941566203694,39481,720575940630829419
720575941431348655,108860,720575940619680085
720575941479008931,86284,720575940610845333
720575941448197725,72402,720575940640133053
720575941556018003,49697,720575940641289205
720575941506831429,25062,720575940628138005
720575941530974667,50101,720575940641199579
720575941487956432,109903,720575940636466032
720575941722902842,87783,720575940627127866
720575941545152617,38170,720575940629026576
720575941619910015,67561,720575940637566030
720575941650456085,70655,720575940642273677
720575941552265215,50467,720575940614930794
720575941625577371,113293,720575940632010321
720575941610693293,58989,720575940606681545
720575941592421416,44300,720575940625155837
720575941645968840,72062,720575940621544175
720575941614821651,114409,720575940609448899
720575941593297515,54225,720575940655245729
720575941584827358,83856,720575940638974141
720575941435958926,81089,720575940630789058
720575941626550380,94450,720575940609301515
720575941514531404,61836,720575940623733709
720575941456332525,39328,720575940612158306
720575941478905763,70561,720575940626270666
720575941625594826,53121,720575940633668578
720575941666328563,117498,720575940624226121
720575941563087360,78043,720575940641934221
720575941532251877,103277,720575940609090571
720575941528086694,40988,720575940634699745
720575941574820712,82486,720575940611883994
720575941471643511,44767,720575940634643481
720575941477127988,117614,720575940631279119
720575941451702394,166068,720575940619794598
720575941482714054,31874,720575940627355654
720575941547595400,75329,720575940621842928
720575941546221929,87899,720575940621040213
720575941428326793,99609,720575940660495233
720575941456995053,130173,720575940613428135
720575941629330658,83607,720575940620183745
720575941432264033,84222,720575940615838358
720575941533327491,91935,720575940633912718
720575941652500241,119088,720575940636533940
720575941624559050,67720,720575940627414032
720575941606407789,52727,720575940620410533
720575941575409512,73861,720575940621674061
720575941535873770,817841,720575940620449883
720575941459413971,80336,720575940611903962
720575941591183656,76989,720575940607564809
720575941546840508,56999,720575940623187677
720575941555648257,149731,720575940624615718
720575941558575887,88725,720575940619661141
720575941680582077,96747,720575940621357155
720575941564985351,145139,720575940636592997
720575941546911924,122148,720575940638474584
720575941610636262,99041,720575940635717786
720575941519630007,65800,720575940617076748
720575941572652283,80603,720575940637295991
720575941637251957,32782,720575940617154235
720575941515488505,24289,720575940640748659
720575941539568220,129077,720575940622778751
720575941514194385,41178,720575940608683100
720575941670476721,65079,720575940623551273
720575941500043938,818951,720575940622869462
720575941540018893,127315,720575940638974697
720575941409717931,146905,720575940627148121
720575941483753146,77965,720575940611175010
720575941526263140,91431,720575940636741231
720575941440143957,57567,720575940628069575
720575941412275567,103409,720575940628343685
720575941506918750,74679,720575940604425696
720575941569100794,129202,720575940632827752
720575941686914287,83773,720575940628965873
720575941497130368,161259,720575940630154041
720575941656053460,114698,720575940636383351
720575941551377726,81921,720575940624446652
720575941653807577,115535,720575940647954564
720575941569347186,49939,720575940619250846
720575941624960364,85923,720575940632640993
720575941459595664,99462,720575940627450567
720575941566277479,119769,720575940632582760
720575941477733600,143974,720575940614655538
720575941440250197,38856,720575940618502841
720575941652654065,154930,720575940623606212
720575941460106963,21895,720575940631688955
720575941435350414,67946,720575940612847018
720575941473602875,16541,720575940633869794
720575941551374654,31749,720575940622464636
720575941559285230,41815,720575940636722032
720575941439178028,58816,720575940633977171
720575941536059402,523530,720575940624299500
720575941563364264,48850,720575940613791185
720575941515580227,90275,720575940653367030
720575941463042829,115788,720575940631406329
720575941548232737,77818,720575940631425611
720575941495327175,102380,720575940618940752
720575941470800247,51453,720575940619999818
720575941662165304,90617,720575940609015644
720575941475963697,64846,720575940629947459
720575941412103535,25558,720575940616756853
720575941518203308,117790,720575940620930507
720575941624636106,66546,720575940606506016
720575941575416424,90832,720575940627350556
720575941532878309,50407,720575940626689052
720575941626354489,45466,720575940612630757
720575941530864357,145536,720575940638472064
720575941534952474,48208,720575940612628885
720575941554276068,53001,720575940619343262
720575941643944097,157746,720575940605737649
720575941628325945,121410,720575940604721120
720575941651167217,54654,720575940617381593
720575941439178303,75545,720575940652739062
720575941506603358,79371,720575940625422538
720575941412972433,86414,720575940619986352
720575941430638217,111814,720575940620643823
720575941471721739,518178,720575940611556757
720575941450457422,66190,720575940629828037
720575941545105257,26900,720575940608384860
720575941572921609,124091,720575940629585146
720575941610833510,54119,720575940615740940
720575941607325293,131587,720575940625909391
720575941470268171,131739,720575940631792170
720575941590979724,31382,720575940632685004
720575941539993213,101901,720575940638966947
720575941507178881,94766,720575940621831406
720575941413197204,76481,720575940621185451
720575941453073223,41979,720575940628382607
720575941464240909,141319,720575940632483492
720575941526510925,97271,720575940622998366
720575941516182349,145557,720575940621377757
720575941443321258,85615,720575940623109658
720575941431625097,43968,720575940620609365
720575941470812791,154095,720575940618933302
720575941686579830,135670,720575940628940670
720575941691729560,131833,720575940631977490
720575941485326086,119538,720575940631516178
720575941489053493,124023,720575940607387593
720575941612620902,212151,720575940616382950
720575941478768514,86056,720575940641374861
720575941591877516,89449,720575940615473986
720575941574608649,65504,720575940615466911
720575941514404428,70125,720575940631734840
720575941461912589,58775,720575940628048005
720575941594941477,149146,720575940623970147
720575941469278583,60255,720575940614634705
720575941624215707,63135,720575940637442630
720575941440110783,176059,720575940640913280
720575941469768311,149527,720575940621632628
720575941585722590,148858,720575940628673871
720575941515413859,248547,720575940623907591
720575941654648025,223381,720575940633895263
720575941592226344,49894,720575940624456644
720575941553536083,262035,720575940619775355
720575941555237459,118154,720575940633429470
720575941471369792,184248,720575940631594860
720575941429508745,55108,720575940620640134
720575941547761185,74880,720575940618486219
720575941485370630,77460,720575940621284351
720575941477631518,111624,720575940633450188
720575941631559660,110171,720575940629092938
720575941689521816,141139,720575940606682825
720575941447451412,158839,720575940625267640
720575941411309935,182657,720575940655606945
720575941658916944,146085,720575940628879147
720575941479998176,104507,720575940629128444
720575941471759223,71537,720575940625484621
720575941574972047,114358,720575940613011861
720575941518977902,114642,720575940620095623
720575941668421809,145991,720575940627712275
720575941499496929,44040,720575940615650866
720575941619227263,154676,720575940635315903
720575941644095058,331954,720575940625775655
720575941633382075,165845,720575940620401031
720575941591921548,141314,720575940615215210
720575941461494468,127855,720575940616006668
720575941451725225,137735,720575940616348166
720575941702483930,128210,720575940637840218
720575941538033123,165771,720575940622845365
720575941565035527,519277,720575940642061709
720575941497825353,146243,720575940631748427
720575941688773083,98803,720575940644828782
720575941472495200,103869,720575940608739630
720575941502674994,112001,720575940633726364
720575941430311639,87873,720575940630223415
720575941559960179,143580,720575940616910965
720575941470823031,107907,720575940630299276
720575941566169902,105795,720575940626174522
720575941547818676,118610,720575940632633657
720575941564218631,55660,720575940613526386
720575941669540017,109563,720575940610288964
720575941481489594,61603,720575940638865222
720575941599130560,80780,720575940605829250
720575941530618597,37076,720575940619096349
720575941469782135,57177,720575940618114260
720575941507539735,43978,720575940627262978
720575941493750910,99863,720575940634727615
720575941514462028,79254,720575940619877312
720575941566004887,63372,720575940631159660
720575941555305985,88055,720575940635603903
720575941515596611,100447,720575940628929079
720575941527366822,143289,720575940626925657
720575941544625413,177267,720575940610428402
720575941591232040,65775,720575940614899562
720575941662260092,124709,720575940635070655
720575941631841696,132469,720575940636937902
720575941610959206,105360,720575940625147576
720575941679389885,144949,720575940615971596
720575941566157358,92282,720575940645787159
720575941564277399,89200,720575940616675259
720575941507493922,50279,720575940607287170
720575941408043055,51422,720575940618165917
720575941613211033,169662,720575940612774373
720575941459071391,154604,720575940624561200
720575941503226859,42208,720575940615983846
720575941573594619,183290,720575940637682573
720575941585654406,74212,720575940622156577
720575941416359964,90726,720575940626822140
720575941510957778,93153,720575940621994484
720575941574519035,117281,720575940632659552
720575941552415642,135229,720575940645004311
720575941660960568,87466,720575940621670127
720575941577322073,66806,720575940631699707
720575941689089944,42228,720575940637897700
720575941540515277,67956,720575940614033887
720575941565933358,61399,720575940625799426
720575941554393683,115436,720575940623700405
720575941528585092,221329,720575940628906540
720575941450219598,120493,720575940627537427
720575941543004189,73799,720575940629075023
720575941440144079,101622,720575940621020097
720575941470460023,136579,720575940628524487
720575941639948831,81674,720575940628339880
720575941498100386,101630,720575940628366223
720575941630010150,93009,720575940625555289
720575941510568914,133445,720575940614016465
720575941526327206,109372,720575940637831536
720575941670114471,96066,720575940622782727
720575941688333686,29381,720575940625023731
720575941526204772,99113,720575940619113339
720575941606303597,153374,720575940616981334
720575941688956022,94508,720575940621665988
720575941668577457,110650,720575940633643490
720575941539709426,103073,720575940632088401
720575941489828046,19516,720575940630028279
720575941551771015,94767,720575940619274118
720575941644697170,25274,720575940617188923
720575941503277399,96988,720575940623516927
720575941534592600,92552,720575940625817744
720575941450574970,82844,720575940611302293
720575941630011174,100756,720575940633989805
720575941501026283,536994,720575940605852006
720575941584374750,34483,720575940621702644
720575941430025943,142821,720575940622471977
720575941534671794,97277,720575940633099932
720575941438134802,58478,720575940638988378
720575941554914276,121433,720575940626602544
720575941543113477,95425,720575940616760006
720575941629703906,82969,720575940620811503
720575941571982152,64590,720575940640436541
720575941522278475,98934,720575940607670229
720575941505672357,139255,720575940614639630
720575941410859435,122696,720575940610722914
720575941628024889,68447,720575940635528184
720575941440157269,110213,720575940620840102
720575941632089019,177107,720575940619710191
720575941450104910,29139,720575940642663584
720575941558252782,55275,720575940638848326
720575941393623958,100340,720575940634013779
720575941627820345,102072,720575940630993768
720575941526434726,122301,720575940649343865
720575941470049088,37810,720575940612323507
720575941480326786,94472,720575940614096863
720575941690795928,136740,720575940628205705
720575941431825166,64811,720575940627504536
720575941593522390,94432,720575940631684138
720575941598964777,88084,720575940635818091
720575941608214893,30897,720575940628061573
720575941456805104,120175,720575940621312421
720575941583234911,89378,720575940634842720
720575941538079203,62456,720575940630056011
720575941534616152,111718,720575940643481636
720575941602298614,33529,720575940622379990
720575941576455016,78319,720575940609624003
720575941426054484,65620,720575940621717998
720575941482586365,32831,720575940626492188
720575941513340739,78427,720575940635948718
720575941514396675,74850,720575940626947134
720575941508476254,158602,720575940621464747
720575941471946304,83154,720575940646005539
720575941658997528,127647,720575940621656956
720575941481928701,49853,720575940614319254
720575941572265886,54146,720575940641073024
720575941515593219,99308,720575940607638723
720575941592991190,156886,720575940656148897
720575941439536863,96167,720575940621943557
720575941632039148,65587,720575940619619719
720575941402513776,128541,720575940630516480
720575941496075648,175986,720575940611348526
720575941411070123,157805,720575940608047043
720575941504563365,104508,720575940613684586
720575941501561739,179028,720575940616315615
720575941526024804,64909,720575940629290256
720575941643950181,80718,720575940623278806
720575941478666882,126674,720575940622596735
720575941523379787,143502,720575940624231974
720575941413686161,148315,720575940621716833
720575941595072625,140485,720575940637426350
720575941454813165,54448,720575940609424174
720575941584590943,87087,720575940625725479
720575941658600784,125017,720575940631192876
720575941562781096,95432,720575940623545565
720575941482590717,120468,720575940620212103
720575941555533284,72415,720575940628724721
720575941471104779,102206,720575940608453077
720575941568855034,143589,720575940638463395
720575941560023667,141397,720575940618213103
720575941508366096,94915,720575940628852423
720575941545522612,49955,720575940646410019
720575941573778319,103348,720575940624461242
720575941593320487,120234,720575940609515275
720575941612078300,84050,720575940616318988
720575941497865890,84112,720575940627984517
720575941563703976,98027,720575940620235456
720575941511143952,126620,720575940643561582
720575941497260672,123008,720575940617513024
720575941595848561,140292,720575940614313965
720575941478496106,123400,720575940624049147
720575941449859933,181542,720575940629954551
720575941434077838,155280,720575940613701416
720575941515141219,260000,720575940626983882
720575941546725993,87164,720575940610077816
720575941514736730,84535,720575940636499374
720575941413097361,87343,720575940611842709
720575941668591793,102321,720575940630134775
720575941607690861,67594,720575940630163260
720575941654479577,107824,720575940616067378
720575941463571213,53242,720575940632168760
720575941624559562,68251,720575940623979498
720575941502767042,57357,720575940613282611
720575941631951035,126274,720575940639862400
720575941655004121,102451,720575940625020174
720575941558901486,75110,720575940623374630
720575941452632233,94462,720575940630465783
720575941483666374,127241,720575940606851761
720575941459776964,31485,720575940616331487
720575941426487380,95074,720575940621339574
720575941644689569,92602,720575940620263956
720575941513883980,53965,720575940628078312
720575941537575922,52678,720575940627865496
720575941475767105,74319,720575940626874133
720575941579427665,57846,720575940633329316
720575941475030331,109719,720575940620077990
720575941533032677,153484,720575940613593571
720575941619566207,63399,720575940621060033
720575941604537022,77165,720575940626627076
720575941574568443,57186,720575940619834014
720575941546824380,82392,720575940616961565
720575941555860307,124056,720575940626126522
720575941516823955,141708,720575940609601486
720575941616098005,117816,720575940616174092
720575941688559734,102093,720575940621325290
720575941552904510,83889,720575940633857934
720575941573995016,112399,720575940632434986
720575941567677554,128756,720575940617007547
720575941510080528,92889,720575940626682140
720575941510117586,116964,720575940635463007
720575941479325058,114446,720575940624698549
720575941438573868,516130,720575940641368309
720575941534288984,23969,720575940627745918
720575941471609463,126261,720575940614964655
720575941451401287,49381,720575940611142257
720575941574711912,92269,720575940611090073
720575941507186817,151207,720575940661052545
720575941536494529,122150,720575940624709866
720575941626576953,87846,720575940623593571
720575941536466458,105166,720575940646011246
720575941588641348,103523,720575940631355922
720575941592136811,118724,720575940637220014
720575941506576453,45496,720575940612910997
720575941593323115,115880,720575940628859900
720575941441889627,117589,720575940619122299
720575941555411876,50181,720575940620367854
720575941623984892,115459,720575940636978910
720575941536979176,128149,720575940612039922
720575941604034745,103982,720575940627335813
720575941475379259,62479,720575940639900112
720575941462500365,78247,720575940637977828
720575941653784081,48413,720575940622353078
720575941566300519,79888,720575940627211353
720575941568141306,105611,720575940641380853
720575941431830286,106945,720575940622943207
720575941515257235,86882,720575940637918015
720575941644509601,205334,720575940620327956
720575941524064077,131709,720575940621072832
720575941640440607,46032,720575940626350010
720575941536115698,116689,720575940628483332
720575941479468162,530583,720575940631832527
720575941700639194,224442,720575940622781823
720575941563722642,73709,720575940623742972
720575941504085042,554568,720575940629015414
720575941619551359,49289,720575940630249260
720575941506845253,96290,720575940633136851
720575941612859667,98278,720575940627721476
720575941570429684,69192,720575940640691072
720575941537476501,36293,720575940615356054
720575941585469062,78660,720575940624695088
720575941555122771,74695,720575940607637449
720575941595993221,119002,720575940627682577
720575941552444671,178392,720575940612630386
720575941439894101,55881,720575940609219595
720575941506806853,138926,720575940622958591
720575941564803847,131528,720575940618167133
720575941524649035,59284,720575940617730009
720575941564702818,118988,720575940623588829
720575941556034276,138038,720575940614335203
720575941612691558,134792,720575940631024246
720575941625322634,58070,720575940627695954
720575941512823505,127762,720575940624539655
720575941464127501,118321,720575940613067687
720575941516406106,41237,720575940630670848
720575941580506745,128508,720575940639064297
720575941553064583,134489,720575940637374606
720575941660644664,134085,720575940621772148
720575941593964327,57322,720575940617517691
720575941625319835,118082,720575940619487425
720575941549570849,146788,720575940640997261
720575941392001686,91042,720575940608952021
720575941506177189,72861,720575940641428365
